MARCA,MODELO,INDUSTRIA,NDESERIE,APROBACION,desde,hasta,TIPO
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00281,DNCI Nº 650/10,15/06/2015,14/06/2016, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00283,DNCI Nº 650/10,19/12/2013,18/12/2014, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00284,DNCI Nº 650/10,01/12/2015,30/11/2016, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00284,DNCI Nº 650/10,06/11/2014,05/11/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00284,DNCI Nº 650/10,20/03/2017,19/03/2018, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00285,DNCI Nº 650/10,05/01/2017,04/01/2018, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00285,DNCI Nº 650/10,19/12/2013,18/12/2014, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00285,DNCI Nº 650/10,21/04/2015,20/04/2016, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00286,DNCI Nº 650/10,01/03/2017,28/02/2018, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00286,DNCI Nº 650/10,05/01/2016,04/01/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00286,DNCI Nº 650/10,20/11/2014,19/11/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00287,DNCI Nº 650/10,14/04/2014,13/04/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00287,DNCI Nº 650/10,15/06/2015,14/06/2016, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00287,DNCI Nº 650/10,19/12/2016,19/12/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00288,DNCI Nº 650/10,13/01/2014,12/01/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00288,DNCI Nº 650/10,19/12/2016,19/12/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00288,DNCI Nº 650/10,22/12/2014,21/12/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00289,DNCI Nº 650/10,22/12/2014,21/12/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00289,DNCI Nº 650/10,25/11/2016,24/11/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00290,DNCI Nº 650/10,03/03/2015,02/03/2016, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00290,DNCI Nº 650/10,04/05/2016,03/05/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00291,DNCI Nº 650/10,01/03/2017,28/02/2018, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00291,DNCI Nº 650/10,01/12/2015,30/11/2016, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00291,DNCI Nº 650/10,22/10/2014,21/10/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00292,DNCI Nº 650/10,01/03/2017,28/02/2018, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00292,DNCI Nº 650/10,01/12/2015,30/11/2016, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00292,DNCI Nº 650/10,06/11/2014,05/11/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00293,DNCI Nº 650/10,03/03/2015,02/03/2016, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00293,DNCI Nº 650/10,05/01/2017,04/01/2018, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00293,DNCI Nº 650/10,13/01/2014,12/01/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00294,DNCI Nº 650/10,05/01/2016,04/01/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00294,DNCI Nº 650/10,19/12/2016,19/12/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00294,DNCI Nº 650/10,20/11/2014,19/11/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00295,DNCI Nº 650/10,22/12/2014,21/12/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00295,DNCI Nº 650/10,25/11/2016,24/11/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00296,DNCI Nº 650/10,04/05/2016,03/05/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00296,DNCI Nº 650/10,22/12/2014,21/12/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00297,DNCI Nº 650/10,06/11/2014,05/11/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00297,DNCI Nº 650/10,17/05/2016,16/05/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00298,DNCI Nº 650/10,05/01/2017,04/01/2018, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00298,DNCI Nº 650/10,20/02/2014,19/02/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00298,DNCI Nº 650/10,21/04/2015,20/04/2016, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00299,DNCI Nº 650/10,19/12/2016,19/12/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00299,DNCI Nº 650/10,20/02/2014,19/02/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00299,DNCI Nº 650/10,21/04/2015,20/04/2016, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00300,DNCI Nº 650/10,07/07/2016,06/07/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00300,DNCI Nº 650/10,22/12/2014,21/12/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00301,DNCI Nº 650/10,19/12/2013,18/12/2014, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00301,DNCI Nº 650/10,19/12/2016,19/12/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00301,DNCI Nº 650/10,22/12/2014,21/12/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00302,DNCI Nº 650/10,01/03/2017,28/02/2018, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00302,DNCI Nº 650/10,05/01/2016,04/01/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00303,DNCI Nº 650/10,03/03/2015,02/03/2016, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00303,DNCI Nº 650/10,13/01/2014,12/01/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00303,DNCI Nº 650/10,25/11/2016,24/11/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00304,DNCI Nº 650/10,17/05/2016,16/05/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00304,DNCI Nº 650/10,20/11/2014,19/11/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00305,DNCI Nº 650/10,01/03/2017,28/02/2018, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00305,DNCI Nº 650/10,01/12/2015,30/11/2016, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00305,DNCI Nº 650/10,06/11/2014,05/11/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00306,DNCI Nº 650/10,07/07/2016,06/07/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00306,DNCI Nº 650/10,22/12/2014,21/12/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00308,DNCI Nº 650/10,05/01/2016,04/01/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00308,DNCI Nº 650/10,06/11/2014,05/11/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00374,DNCI Nº 650/10,01/12/2015,30/11/2016, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00374,DNCI Nº 650/10,29/01/2015,28/01/2016, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00376,DNCI Nº 650/10,13/04/2016,12/04/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00376,DNCI Nº 650/10,20/11/2014,19/11/2015, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00377,DNCI Nº 650/10,13/04/2016,12/04/2017, PORTATIL
INDRA/INDRA,DGT/Cirano 500,españa,10-06-00377,DNCI Nº 650/10,20/11/2014,19/11/2015, PORTATIL
IVERO,V1-V,argentina,100,DNCI Nº 26/11,11/01/2013,10/01/2014, FIJO
IVERO,V1-V,argentina,100,DNCI Nº 26/11,18/12/2013,17/12/2014, FIJO
IVERO,V1-V,argentina,101,DNCI Nº 26/11,11/01/2013,10/01/2014, FIJO
IVERO,V1-V,argentina,101,DNCI Nº 26/11,18/12/2013,17/12/2014, FIJO
IVERO,V1-V,argentina,102,DNCI Nº 26/11,10/11/2016,09/11/2017, FIJO
IVERO,V1-V,Argentina,102,DNCI Nº 26/11,10/11/2016,09/11/2017, FIJO
IVERO,V1-V,argentina,102,DNCI Nº 26/11,12/11/2015,11/11/2016, FIJO
IVERO,V1-V,Argentina,102,DNCI Nº 26/11,12/11/2015,11/11/2016, FIJO
IVERO,V1-V,argentina,102,DNCI Nº 26/11,17/12/2014,16/12/2015, FIJO
IVERO,V1-V,argentina,103,DNCI Nº 26/11,10/11/2016,09/11/2017, FIJO
IVERO,V1-V,Argentina,103,DNCI Nº 26/11,10/11/2016,09/11/2017, FIJO
IVERO,V1-V,argentina,103,DNCI Nº 26/11,12/11/2015,11/11/2016, FIJO
IVERO,V1-V,Argentina,103,DNCI Nº 26/11,12/11/2015,11/11/2016, FIJO
IVERO,V1-V,argentina,103,DNCI Nº 26/11,17/12/2014,16/12/2015, FIJO
IVERO,V1-V,argentina,104,DNCI Nº 26/11,05/01/2016,04/01/2017, FIJO
IVERO,V1-V,argentina,104,DNCI Nº 26/11,23/12/2016,22/12/2017, FIJO
IVERO,V1-V,argentina,104,DNCI Nº 26/11,29/01/2015,28/01/2016, FIJO
IVERO,V1-V,argentina,105,DNCI Nº 26/11,05/01/2016,04/01/2017, FIJO
IVERO,V1-V,argentina,105,DNCI Nº 26/11,23/12/2016,22/12/2017, FIJO
IVERO,V1-V,argentina,105,DNCI Nº 26/11,29/01/2015,28/01/2016, FIJO
IVERO,V1-V,argentina,112,DNCI Nº 26/11,01/02/2016,31/01/2017, FIJO
IVERO,V1-V,argentina,112,DNCI Nº 26/11,23/12/2016,22/12/2017, FIJO
IVERO,V1-V,argentina,113,DNCI Nº 26/11,01/02/2016,31/01/2017, FIJO
IVERO,V1-V,argentina,113,DNCI Nº 26/11,23/12/2016,22/12/2017, FIJO
IVERO,V1-V,argentina,116,DNCI Nº 26/11,19/11/2014,18/11/2015, FIJO
IVERO,V1-V,argentina,116,DNCI Nº 26/11,28/10/2016,27/10/2017, FIJO
IVERO,V1-V,argentina,116,DNCI Nº 26/11,29/10/2015,28/10/2016, FIJO
IVERO,V1-V,argentina,117,DNCI Nº 26/11,19/11/2014,18/11/2015, FIJO
IVERO,V1-V,argentina,117,DNCI Nº 26/11,28/10/2016,27/10/2017, FIJO
IVERO,V1-V,argentina,117,DNCI Nº 26/11,29/10/2015,28/10/2016, FIJO
IVERO,V1-V,argentina,118,DNCI Nº 26/11,02/12/2014,01/12/2015, FIJO
IVERO,V1-V,argentina,118,DNCI Nº 26/11,28/10/2016,27/10/2017, FIJO
IVERO,V1-V,argentina,118,DNCI Nº 26/11,29/10/2015,28/10/2016, FIJO
IVERO,V1-V,argentina,119,DNCI Nº 26/11,02/12/2014,01/12/2015, FIJO
IVERO,V1-V,argentina,119,DNCI Nº 26/11,28/10/2016,27/10/2017, FIJO
IVERO,V1-V,argentina,119,DNCI Nº 26/11,29/10/2015,28/10/2016, FIJO
IVERO,V1-V,argentina,120,DNCI Nº 26/11,02/12/2015,01/12/2016, FIJO
IVERO,V1-V,argentina,120,DNCI Nº 26/11,10/11/2016,09/11/2017, FIJO
IVERO,V1-V,argentina,121,DNCI Nº 26/11,02/12/2015,01/12/2016, FIJO
IVERO,V1-V,argentina,121,DNCI Nº 26/11,10/11/2016,09/11/2017, FIJO
IVERO,V1-V,argentina,122,DNCI Nº 26/11,30/05/2016,29/05/2017, FIJO
IVERO,V1-V,argentina,123,DNCI Nº 26/11,30/05/2016,29/05/2017, FIJO
IVERO,V1-V,argentina,150,DNCI Nº 26/11,09/09/2014,08/09/2015, FIJO
IVERO,V1-V,Argentina,150,DNCI Nº 26/11,14/09/2016,13/09/2017, FIJO
IVERO,V1-V,argentina,150,DNCI Nº 26/11,16/09/2015,15/09/2016, FIJO
IVERO,V1-V,argentina,151,DNCI Nº 26/11,02/09/2015,01/09/2016, FIJO
IVERO,V1-V,Argentina,151,DNCI Nº 26/11,02/09/2015,01/09/2016, FIJO
IVERO,V1-V,argentina,151,DNCI Nº 26/11,14/06/2016,13/06/2017, FIJO
IVERO,V1-V,argentina,152,DNCI Nº 26/11,14/09/2016,13/09/2017, FIJO
IVERO,V1-V,Argentina,152,DNCI Nº 26/11,14/09/2016,13/09/2017, FIJO
IVERO,V1-V,argentina,152,DNCI Nº 26/11,16/09/2015,15/09/2016, FIJO
IVERO,V1-V,Argentina,152,DNCI Nº 26/11,16/09/2015,15/09/2016, FIJO
IVERO,V1-V,argentina,153,DNCI Nº 26/11,21/09/2016,20/09/2017, FIJO
IVERO,V1-V,argentina,154,DNCI Nº 26/11,21/09/2016,20/09/2017, FIJO
IVERO,V1-V,Argentina,154,DNCI Nº 26/11,21/09/2016,20/09/2017, FIJO
IVERO,V1-V,argentina,163,DNCI Nº 26/11,26/08/2016,25/08/2017, FIJO
IVERO,V1-V,argentina,164,DNCI Nº 26/11,26/08/2016,25/08/2017, FIJO
IVERO,V1-V,argentina,172,DNCI Nº 26/11,05/09/2016,04/09/2017, FIJO
IVERO,V1-V,argentina,173,DNCI Nº 26/11,01/09/2016,31/08/2017, FIJO
IVERO,V1-V,argentina,300,DNCI Nº 26/11,10/10/2013,09/10/2014, FIJO
IVERO,V1-V,argentina,300,DNCI Nº 26/11,10/10/2014,09/10/2015, FIJO
IVERO,V1-V,argentina,301,DNCI Nº 26/11,10/10/2013,09/10/2014, FIJO
IVERO,V1-V,argentina,301,DNCI Nº 26/11,10/10/2014,09/10/2015, FIJO
IVERO,V1-V,argentina,304,DNCI Nº 26/11,10/10/2013,09/10/2014, FIJO
IVERO,V1-V,argentina,304,DNCI Nº 26/11,10/10/2014,09/10/2015, FIJO
IVERO,V1-V,argentina,305,DNCI Nº 26/11,10/10/2013,09/10/2014, FIJO
IVERO,V1-V,argentina,305,DNCI Nº 26/11,10/10/2014,09/10/2015, FIJO
Laser Atlanta/Jet Software,SpeedLaser/Imágenes,estados unidos,20038,DNCI Nº 312/01,17/06/2014,16/06/2015, PORTATIL
Laser Atlanta/Jet Software,SpeedLaser/Imágenes,estados unidos,20038,DNCI Nº 312/01,18/03/2013,17/03/2014, PORTATIL
Laser Atlanta/Jet Software,SpeedLaser/Imágenes,estados unidos,20048,DNCI Nº 312/01,13/05/2016,12/05/2017, PORTATIL
Laser Atlanta/Jet Software,SpeedLaser/Imágenes,estados unidos,20048,DNCI Nº 312/01,18/05/2015,17/05/2016, PORTATIL
Laser Atlanta/Jet Software,SpeedLaser/Imágenes,estados unidos,22133,DNCI Nº 312/01,03/07/2013,02/07/2014, PORTATIL
Laser Atlanta/Jet Software,SpeedLaser/Imágenes,estados unidos,22205,DNCI Nº 312/01,13/05/2016,12/05/2017, PORTATIL
Laser Atlanta/Jet Software,SpeedLaser/Imágenes,estados unidos,22205,DNCI Nº 312/01,18/05/2015,17/05/2016, PORTATIL
Laser Atlanta/Jet Software,SpeedLaser/Imágenes,estados unidos,22594,DNCI Nº 312/01,13/05/2016,12/05/2017, PORTATIL
Laser Atlanta/Jet Software,SpeedLaser/Imágenes,estados unidos,22594,DNCI Nº 312/01,18/05/2015,17/05/2016, PORTATIL
Laser Atlanta,SpeedLaser,estados unidos,20038,DNCI Nº 312/01,17/06/2014,16/06/2015, PORTATIL
Laser Atlanta,SpeedLaser,estados unidos,20038,DNCI Nº 312/01,18/03/2013,17/03/2014, PORTATIL
Laser Atlanta,SpeedLaser,estados unidos,20048,DNCI Nº 312/01,13/05/2016,12/05/2017, PORTATIL
Laser Atlanta,SpeedLaser,estados unidos,20048,DNCI Nº 312/01,18/05/2015,17/05/2016, PORTATIL
Laser Atlanta,SpeedLaser,estados unidos,22133,DNCI Nº 312/01,03/07/2013,02/07/2014, PORTATIL
Laser Atlanta,SpeedLaser,estados unidos,22205,DNCI Nº 312/01,13/05/2016,12/05/2017, PORTATIL
Laser Atlanta,SpeedLaser,estados unidos,22205,DNCI Nº 312/01,18/05/2015,17/05/2016, PORTATIL
Laser Atlanta,SpeedLaser,estados unidos,22594,DNCI Nº 312/01,13/05/2016,12/05/2017, PORTATIL
Laser Atlanta,SpeedLaser,estados unidos,22594,DNCI Nº 312/01,18/05/2015,17/05/2016, PORTATIL
MCVIAL,V002,argentina,D0001,DNCI Nº 470/09,30/07/2015,29/07/2016, FIJO
MCVIAL,V002,argentina,D0002,DNCI Nº 470/09,07/08/2015,06/08/2016, FIJO
MCVIAL,V002,argentina,D0003,DNCI Nº 470/09,30/07/2015,29/07/2016, FIJO
MCVIAL,V002,argentina,D0004,DNCI Nº 470/09,07/05/2015,06/05/2016, FIJO
MCVIAL,V002,argentina,D0004,DNCI Nº 470/09,21/06/2016,20/06/2017, FIJO
MCVIAL,V002,argentina,D0005,DNCI Nº 470/09,16/09/2015,15/09/2016, FIJO
MCVIAL,V002,argentina,D0005,DNCI Nº 470/09,19/07/2016,18/07/2017, FIJO
MCVIAL,V002,argentina,D0006,DNCI Nº 470/09,04/10/2016,03/10/2017, FIJO
MCVIAL,V002,argentina,D0006,DNCI Nº 470/09,06/08/2015,05/08/2016, FIJO
MCVIAL,V002,argentina,D0006,DNCI Nº 470/09,08/08/2014,07/08/2015, FIJO
MCVIAL,V002,argentina,D0007,DNCI Nº 470/09,07/08/2015,06/08/2016, FIJO
MCVIAL,V002,argentina,D0008,DNCI Nº 470/09,06/08/2014,05/08/2015, FIJO
MCVIAL,V002,argentina,D0008,DNCI Nº 470/09,07/10/2016,06/10/2017, FIJO
MCVIAL,V002,argentina,D0008,DNCI Nº 470/09,21/12/2016,20/12/2017, FIJO
MCVIAL,V002,argentina,D0009,DNCI Nº 470/09,25/11/2015,24/11/2016, FIJO
MCVIAL,V002,argentina,D0010,DNCI Nº 470/09,16/09/2015,15/09/2016, FIJO
MCVIAL,V002,argentina,D0011,DNCI Nº 470/09,16/09/2015,15/09/2016, FIJO
MCVIAL,V002,argentina,D0011,DNCI Nº 470/09,29/09/2016,28/09/2017, FIJO
MCVIAL,V002,argentina,D0014,DNCI Nº 470/09,10/06/2016,09/06/2017, FIJO
MCVIAL,V002,argentina,D0014,DNCI Nº 470/09,12/06/2015,11/06/2016, FIJO
MCVIAL,V002,argentina,D0015,DNCI Nº 470/09,25/11/2016,24/11/2017, FIJO
MCVIAL,V002,argentina,D0016,DNCI Nº 470/09,03/07/2015,02/07/2016, FIJO
MCVIAL,V002,argentina,D0016,DNCI Nº 470/09,10/06/2016,09/06/2017, FIJO
MCVIAL,V002,argentina,D0017,DNCI Nº 470/09,08/08/2016,07/08/2017, FIJO
MCVIAL,V002,argentina,D0017,DNCI Nº 470/09,29/09/2015,28/09/2016, FIJO
MCVIAL,V002,argentina,D0018,DNCI Nº 470/09,05/09/2016,04/09/2017, FIJO
MCVIAL,V002,argentina,D0018,DNCI Nº 470/09,19/10/2015,18/10/2016, FIJO
MCVIAL,V002,argentina,D0019,DNCI Nº 470/09,11/04/2014,10/04/2015, FIJO
MCVIAL,V002,argentina,D0019,DNCI Nº 470/09,14/05/2013,13/05/2014, FIJO
MCVIAL,V002,argentina,D0020,DNCI Nº 470/09,29/07/2016,28/07/2017, FIJO
MCVIAL,V002,argentina,D0020,DNCI Nº 470/09,29/09/2015,28/09/2016, FIJO
MCVIAL,V002,argentina,D0021,DNCI Nº 470/09,25/11/2016,24/11/2017, FIJO
MCVIAL,V002,argentina,D0026,DNCI Nº 470/09,13/03/2017,12/03/2018, FIJO
MCVIAL,V002,argentina,D0026,DNCI Nº 470/09,14/04/2015,13/04/2016, FIJO
MCVIAL,V002,argentina,D0026,DNCI Nº 470/09,21/06/2016,20/06/2017, FIJO
MCVIAL,V002,argentina,D0028,DNCI Nº 470/09,29/07/2016,28/07/2017, FIJO
MCVIAL,V002,argentina,D0028,DNCI Nº 470/09,29/09/2015,28/09/2016, FIJO
MCVIAL,V002,argentina,D0029,DNCI Nº 470/09,11/04/2014,10/04/2015, FIJO
MCVIAL,V002,argentina,D0029,DNCI Nº 470/09,14/05/2013,13/05/2014, FIJO
MCVIAL,V002,argentina,D0031,DNCI Nº 470/09,13/03/2017,12/03/2018, FIJO
MCVIAL,V002,argentina,D0031,DNCI Nº 470/09,14/04/2015,13/04/2016, FIJO
MCVIAL,V002,argentina,D0031,DNCI Nº 470/09,15/04/2016,14/04/2017, FIJO
MCVIAL,V002,argentina,D0032,DNCI Nº 470/09,07/05/2015,06/05/2016, FIJO
MCVIAL,V002,argentina,D0032,DNCI Nº 470/09,21/06/2016,20/06/2017, FIJO
MCVIAL,V002,argentina,D0033,DNCI Nº 470/09,17/03/2016,16/03/2017, FIJO
MCVIAL,V002,argentina,D0033,DNCI Nº 470/09,30/12/2016,29/12/2017, FIJO
MCVIAL,V002,argentina,D0034,DNCI Nº 470/09,12/09/2016,11/09/2017, FIJO
MCVIAL,V002,argentina,D0035,DNCI Nº 470/09,08/08/2016,07/08/2017, FIJO
MCVIAL,V002,argentina,D0035,DNCI Nº 470/09,11/12/2015,10/12/2016, FIJO
MCVIAL,V002,argentina,D0036,DNCI Nº 470/09,01/09/2016,31/08/2017, FIJO
MCVIAL,V002,argentina,D0036,DNCI Nº 470/09,30/10/2015,29/10/2016, FIJO
MCVIAL,V002,argentina,D0037,DNCI Nº 470/09,19/12/2014,18/12/2015, FIJO
MCVIAL,V002,argentina,D0037,DNCI Nº 470/09,23/01/2017,22/01/2018, FIJO
MCVIAL,V002,argentina,D0037,DNCI Nº 470/09,30/11/2015,29/11/2016, FIJO
MCVIAL,V002,argentina,D0038,DNCI Nº 470/09,01/09/2016,31/08/2017, FIJO
MCVIAL,V002,argentina,D0038,DNCI Nº 470/09,30/11/2015,29/11/2016, FIJO
MCVIAL,V002,argentina,D0039,DNCI Nº 470/09,22/06/2016,21/06/2017, FIJO
MCVIAL,V002,argentina,D0040,DNCI Nº 470/09,03/10/2015,02/10/2016, FIJO
MCVIAL,V002,argentina,D0040,DNCI Nº 470/09,20/07/2016,19/07/2017, FIJO
MCVIAL,V002,argentina,D0041,DNCI Nº 470/09,01/09/2016,31/08/2017, FIJO
MCVIAL,V002,argentina,D0041,DNCI Nº 470/09,29/10/2015,28/10/2016, FIJO
MCVIAL,V002,argentina,D0042,DNCI Nº 470/09,25/11/2016,24/11/2017, FIJO
MCVIAL,V002,argentina,D0043,DNCI Nº 470/09,25/11/2016,24/11/2017, FIJO
MCVIAL,V002,argentina,D0044,DNCI Nº 470/09,01/09/2016,31/08/2017, FIJO
MCVIAL,V002,argentina,D0046,DNCI Nº 470/09,25/11/2016,24/11/2017, FIJO
MCVIAL,V002,argentina,D0047,DNCI Nº 470/09,04/07/2014,03/07/2015, FIJO
MCVIAL,V002,argentina,D0047,DNCI Nº 470/09,14/05/2013,10/04/2014, FIJO
MCVIAL,V002,argentina,D0048,DNCI Nº 470/09,10/11/2016,09/11/2017, FIJO
MCVIAL,V002,argentina,D0048,DNCI Nº 470/09,14/07/2015,13/07/2016, FIJO
MCVIAL,V002,argentina,D0048,DNCI Nº 470/09,19/09/2016,18/09/2017, FIJO
MCVIAL,V002,argentina,D0049,DNCI Nº 470/09,16/12/2016,15/12/2017, FIJO
MCVIAL,V002,argentina,D0049,DNCI Nº 470/09,25/11/2015,24/11/2016, FIJO
MCVIAL,V002,argentina,D0050,DNCI Nº 470/09,16/01/2016,15/01/2017, FIJO
MCVIAL,V002,argentina,D0050,DNCI Nº 470/09,16/12/2016,15/12/2017, FIJO
MCVIAL,V003 URBAN,argentina,000001,DNCI Nº 294/13,08/08/2016,07/08/2017, FIJO
MCVIAL,V003 URBAN,argentina,000001,DNCI Nº 294/13,17/09/2015,16/09/2016, FIJO
MCVIAL,V003 URBAN,argentina,000002,DNCI Nº 294/13,08/08/2016,07/08/2017, FIJO
MCVIAL,V003 URBAN,argentina,000002,DNCI Nº 294/13,17/09/2015,16/09/2016, FIJO
MCVIAL,V003 URBAN,argentina,000003,DNCI Nº 294/13,20/08/2014,19/08/2015, FIJO
MCVIAL,V003 URBAN,argentina,000003,DNCI Nº 294/13,23/06/2015,22/06/2016, FIJO
MCVIAL,V003 URBAN,argentina,000004,DNCI Nº 294/13,20/08/2014,19/08/2015, FIJO
MCVIAL,V003 URBAN,argentina,000004,DNCI Nº 294/13,23/06/2015,22/06/2016, FIJO
MCVIAL,V003 URBAN,argentina,000005,DNCI Nº 294/13,16/10/2014,15/10/2015, FIJO
MCVIAL,V003 URBAN,argentina,000005,DNCI Nº 294/13,21/10/2015,20/10/2016, FIJO
MCVIAL,V003 URBAN,argentina,000006,DNCI Nº 294/13,02/02/2015,01/02/2016, FIJO
MCVIAL,V003 URBAN,argentina,000006,DNCI Nº 294/13,07/11/2016,06/11/2017, FIJO
MCVIAL,V003 URBAN,argentina,000006,DNCI Nº 294/13,25/11/2015,24/11/2016, FIJO
MCVIAL,V003 URBAN,argentina,000007,DNCI Nº 294/13,02/02/2015,01/02/2016, FIJO
MCVIAL,V003 URBAN,argentina,000007,DNCI Nº 294/13,07/11/2016,06/11/2017, FIJO
MCVIAL,V003 URBAN,argentina,000007,DNCI Nº 294/13,25/11/2015,24/11/2016, FIJO
MCVIAL,V003 URBAN,argentina,000008,DNCI Nº 294/13,08/04/2016,07/04/2017, FIJO
MCVIAL,V003 URBAN,argentina,000008,DNCI Nº 294/13,14/04/2015,13/04/2016, FIJO
MCVIAL,V003 URBAN,argentina,000009,DNCI Nº 294/13,14/04/2015,13/04/2016, FIJO
MCVIAL,V003 URBAN,argentina,000009,DNCI Nº 294/13,21/06/2016,20/06/2017, FIJO
MCVIAL,V003 URBAN,argentina,000010,DNCI Nº 294/13,24/02/2015,23/02/2016, FIJO
MCVIAL,V003 URBAN,argentina,000011,DNCI Nº 294/13,02/09/2015,01/09/2016, FIJO
MCVIAL,V003 URBAN,argentina,000011,DNCI Nº 294/13,21/07/2016,20/07/2017, FIJO
MCVIAL,V003 URBAN,argentina,000012,DNCI Nº 294/13,16/10/2014,15/10/2015, FIJO
MCVIAL,V003 URBAN,argentina,000012,DNCI Nº 294/13,21/10/2015,20/10/2016, FIJO
MCVIAL,V003 URBAN,argentina,000013,DNCI Nº 294/13,08/10/2015,07/10/2016, FIJO
MCVIAL,V003 URBAN,argentina,000013,DNCI Nº 294/13,29/08/2016,28/08/2017, FIJO
MCVIAL,V003 URBAN,argentina,000314,DNCI Nº 294/13,22/06/2016,21/06/2017, FIJO
